what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1264134221143
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1264134231108
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264134246810
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264135886281
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264135903182
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264135949465
activated,view,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.PackageExplorer",1264135953407
opened,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1264135953579
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1264135953644
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264135996095
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264136011303
activated,view,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.PackageExplorer",1264136011317
opened,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1264136011492
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1264136011557
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264136039003
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264136041103
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264136042700
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264136057426
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264136096768
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264136126219
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264136127631
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264136138820
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1264136154531
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.cut",1264136160772
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1264136164741
