what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1264116090284
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264116091963
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264116094633
closed,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1264116094732
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264116096268
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264116097123
closed,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1264116097223
closed,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1264116098518
closed,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1264116100064
closed,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1264116101245
closed,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1264116102236
closed,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1264116103807
activated,view,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.PackageExplorer",1264116117924
opened,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1264116118174
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1264116118505
executed,command,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.edit.text.java.toggle.comment",1264116148259
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264116160674
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264116168587
executed,command,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.edit.text.java.toggle.comment",1264116190351
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264116196763
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264116198710
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264116199477
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264116219638
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.cut",1264116243745
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1264116249510
