what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1264114159340
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1264114162689
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1264114170499
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1264114195159
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264114196408
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264114196750
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1264114196892
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1264114209219
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264114233352
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264114236708
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1264114236752
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1264114241710
executed,command,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.edit.text.java.toggle.comment",1264114259687
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264114261081
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264114263129
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.undo",1264114267041
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264114274660
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264114277713
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1264114277751
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1264114281858
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.undo",1264114282579
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264114303700
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264114305611
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264114306574
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264114309989
