what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1263355541124
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263355544734
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263355549562
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263355552040
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263355714803
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.import",1263355714816
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263355716701
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263355727805
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263355732982
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263355913607
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.import",1263355913635
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1263355960719
executed,command,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals",1263355969157
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263355970829
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263355972694
activated,view,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.PackageExplorer",1263355975961
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263355979592
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263355981690
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.import",1263355981699
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.import",1263355981699
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1263355998507
started,bundle,org.eclipse.mylyn.java.ui,3.3.1.v20091215-0000-e3x,"org.eclipse.mylyn.java.ui",1263356016619
activated,view,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.PackageExplorer",1263356037292
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263356050752
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263356087999
