what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264130678884
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264130685899
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.cut",1264130707553
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1264130708595
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.undo",1264130715990
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.undo",1264130716329
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.undo",1264130716974
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264130747514
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264130755276
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264130800598
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264130810686
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264130811171
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264130838484
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264131033815
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264131055241
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264131056567
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264131083822
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1264131083957
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.undo",1264131123525
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.undo",1264131124000
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.undo",1264131124532
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.undo",1264131125019
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1264131129263
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264131291042
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264131303030
