what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264112966554
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264112970373
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264112971698
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264113019048
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264113035545
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264113038452
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1264113038485
opened,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1264113042443
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1264113042666
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264113082835
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264113083966
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1264113084000
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1264113092650
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1264113103643
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264113127861
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264113129998
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264113130739
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264113133436
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1264113156981
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1264113170090
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264113177355
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264113184439
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1264113184474
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1264113187939
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1264113190791
