what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264103361972
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264103362324
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.undo",1264103364524
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1264103377729
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1264103385584
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1264103394300
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1264103430184
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.cut",1264103442059
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1264103444484
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.undo",1264103465050
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.undo",1264103465455
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.undo",1264103466095
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.undo",1264103467292
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264103492911
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264103498136
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264103513475
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264103517856
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.undo",1264103518891
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1264103532286
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1264103550994
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264103552570
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264103552815
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264103552920
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264103555947
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1264103559368
